file|error code|error message|start line|start char|end line|end char
c:\Games\Settings\A-Deadly-Tempest\mod\events\00_gray_goo_events.txt|CW244|humang is not a target. Expected a target in scope(s) [Country; Pop; Leader; ... ]
or
Expected value of type portrait
or
Expected value of type portrait_group
or
Expecting value random|521|5|521|13
common\component_templates\adt_nsc_bulwark_reactors.txt|CW112|Sprite type "GFX_ship_part_reactor_6_NSC" not found|150|1|150|5
common\component_templates\adt_nsc_bulwark_reactors.txt|CW112|Sprite type "GFX_ship_part_reactor_7_NSC" not found|169|1|169|5
common\component_templates\adt_nsc_bulwark_reactors.txt|CW112|Sprite type "GFX_ship_part_reactor_8_NSC" not found|188|1|188|5
common\component_templates\adt_nsc_bulwark_reactors.txt|CW112|Sprite type "GFX_ship_part_reactor_9_NSC" not found|207|1|207|5
common\component_templates\adt_nsc_bulwark_reactors.txt|CW112|Sprite type "GFX_ship_part_reactor_11_enigmatic_NSC" not found|226|1|226|5
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|35|54|35|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|54|54|54|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|74|54|74|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|93|54|93|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|112|54|112|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|133|54|133|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|160|54|160|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|tech_graviton_power is unexpected in prerequisites|158|19|158|38
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|179|54|179|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|tech_naquadria_power is unexpected in prerequisites|177|19|177|39
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|198|54|198|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|tech_singularity_power is unexpected in prerequisites|196|19|196|41
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|217|54|217|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|tech_multidimensional_power is unexpected in prerequisites|215|19|215|46
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|military_station_xl_bulwark is unexpected in size_restriction|236|54|236|81
common\component_templates\adt_nsc_bulwark_reactors.txt|CW264|tech_optimized_enigmatic_power is unexpected in prerequisites|234|19|234|49
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|58|3|58|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|60|3|60|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|62|3|62|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|74|4|74|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|69|3|69|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|71|3|71|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|85|4|85|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|82|3|82|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|88|3|88|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|98|4|98|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|102|4|102|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|95|3|95|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|111|4|111|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|114|3|114|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|116|3|116|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|124|4|124|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|130|4|130|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|127|3|127|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|139|4|139|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|143|4|143|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|146|3|146|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventEndgame is not defined|154|4|154|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventMidgame is not defined|158|4|158|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT101_ConstActivatedEventSleeper is not defined|162|4|162|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|174|3|174|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|176|3|176|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|178|3|178|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|190|4|190|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|185|3|185|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|187|3|187|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|201|4|201|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|198|3|198|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|204|3|204|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|214|4|214|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|218|4|218|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|211|3|211|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|227|4|227|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|230|3|230|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|232|3|232|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|240|4|240|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|246|4|246|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|243|3|243|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|255|4|255|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|259|4|259|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|262|3|262|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventEndgame is not defined|270|4|270|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventMidgame is not defined|274|4|274|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT102_ConstActivatedEventSleeper is not defined|278|4|278|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|290|3|290|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|292|3|292|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|294|3|294|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|306|4|306|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|301|3|301|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|303|3|303|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|317|4|317|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|314|3|314|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|320|3|320|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|330|4|330|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|334|4|334|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|327|3|327|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|343|4|343|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|346|3|346|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|348|3|348|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|356|4|356|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|362|4|362|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|359|3|359|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|371|4|371|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|375|4|375|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|378|3|378|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventEndgame is not defined|386|4|386|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventMidgame is not defined|390|4|390|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT103_ConstActivatedEventSleeper is not defined|394|4|394|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|406|3|406|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|408|3|408|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|410|3|410|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|422|4|422|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|417|3|417|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|419|3|419|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|433|4|433|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|430|3|430|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|436|3|436|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|446|4|446|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|450|4|450|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|443|3|443|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|459|4|459|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|462|3|462|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|464|3|464|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|472|4|472|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|478|4|478|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|475|3|475|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|487|4|487|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|491|4|491|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|494|3|494|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventEndgame is not defined|502|4|502|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventMidgame is not defined|506|4|506|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT104_ConstActivatedEventSleeper is not defined|510|4|510|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|522|3|522|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|524|3|524|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|526|3|526|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|538|4|538|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|533|3|533|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|535|3|535|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|549|4|549|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|546|3|546|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|552|3|552|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|562|4|562|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|566|4|566|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|559|3|559|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|575|4|575|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|578|3|578|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|580|3|580|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|588|4|588|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|594|4|594|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|591|3|591|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|603|4|603|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|607|4|607|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|610|3|610|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventEndgame is not defined|618|4|618|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventMidgame is not defined|622|4|622|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT105_ConstActivatedEventSleeper is not defined|626|4|626|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|638|3|638|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|640|3|640|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|642|3|642|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|654|4|654|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|649|3|649|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|651|3|651|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|665|4|665|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|662|3|662|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|668|3|668|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|678|4|678|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|682|4|682|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|675|3|675|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|691|4|691|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|694|3|694|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|696|3|696|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|704|4|704|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|710|4|710|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|707|3|707|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|719|4|719|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|723|4|723|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|726|3|726|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventEndgame is not defined|734|4|734|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventMidgame is not defined|738|4|738|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT106_ConstActivatedEventSleeper is not defined|742|4|742|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|754|3|754|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|756|3|756|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|758|3|758|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|770|4|770|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|765|3|765|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|767|3|767|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|781|4|781|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|778|3|778|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|784|3|784|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|794|4|794|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|798|4|798|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|791|3|791|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|807|4|807|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|810|3|810|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|812|3|812|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|820|4|820|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|826|4|826|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|823|3|823|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|835|4|835|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|839|4|839|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|842|3|842|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventEndgame is not defined|850|4|850|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventMidgame is not defined|854|4|854|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT107_ConstActivatedEventSleeper is not defined|858|4|858|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|870|3|870|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|872|3|872|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|874|3|874|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|886|4|886|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|881|3|881|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|883|3|883|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|897|4|897|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|894|3|894|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|900|3|900|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|910|4|910|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|914|4|914|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|907|3|907|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|923|4|923|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|926|3|926|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|928|3|928|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|936|4|936|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|942|4|942|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|939|3|939|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|951|4|951|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|955|4|955|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|958|3|958|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventEndgame is not defined|966|4|966|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventMidgame is not defined|970|4|970|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT108_ConstActivatedEventSleeper is not defined|974|4|974|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|986|3|986|9
